"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40617","Western Asia and Northern Africa","2007","2007",2112226,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40617","Western Asia and Northern Africa","2008","2008",1955495,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40617","Western Asia and Northern Africa","2009","2009",1941929,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40617","Western Asia and Northern Africa","2010","2010",1773326,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40617","Western Asia and Northern Africa","2011","2011",1980933,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40617","Western Asia and Northern Africa","2012","2012",2188157,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40617","Western Asia and Northern Africa","2013","2013",2532061,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40617","Western Asia and Northern Africa","2014","2014",2796405,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40617","Western Asia and Northern Africa","2015","2015",2738769,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40617","Western Asia and Northern Africa","2016","2016",2754003,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2000","2000",2143489,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2001","2001",1994185,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2002","2002",1859173,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2003","2003",1760931,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2004","2004",1674145,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2005","2005",1665857,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2006","2006",1624204,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2007","2007",1387710,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2008","2008",1226462,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2009","2009",1218635,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2010","2010",1193866,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2011","2011",1432691,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2012","2012",1647459,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2013","2013",1643685,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2014","2014",1734396,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2015","2015",1689587,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40603","Africa (Northern)","2016","2016",1584499,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2000","2000",7480326,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2001","2001",7289237,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2002","2002",7257779,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2003","2003",7155886,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2004","2004",6777185,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2005","2005",6611182,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2006","2006",6618231,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2007","2007",6716254,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2008","2008",6594339,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2009","2009",6469222,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2010","2010",6272494,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2011","2011",6014905,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2012","2012",5886584,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2013","2013",6075871,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2014","2014",5788397,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2015","2015",5811323,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40617","Western Asia and Northern Africa","2016","2016",5828473,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2000","2000",3883467,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2001","2001",3849799,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2002","2002",3823654,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2003","2003",3846863,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2004","2004",3660270,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2005","2005",3598271,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2006","2006",3604060,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2007","2007",3740426,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2008","2008",3548183,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2009","2009",3221443,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2010","2010",3216195,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2011","2011",3148923,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2012","2012",2875575,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2013","2013",2701503,"‡","UIS Estimation"
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2014","2014",2634419,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2015","2015",2558523,,
"OFST_2T3_M_CP","Out-of-school adolescents and youth of secondary school age, male (number)","40603","Africa (Northern)","2016","2016",2453748,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2000","2000",50333337,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2001","2001",50970831,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2002","2002",50760188,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2003","2003",51202219,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2004","2004",51316839,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2005","2005",51592196,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2006","2006",51951152,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2007","2007",52936803,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2008","2008",52416015,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2009","2009",52599891,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2010","2010",52338290,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2011","2011",53524995,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2012","2012",54936483,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2013","2013",56389096,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2014","2014",58287146,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2015","2015",59847575,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40606","Africa (Sub-Saharan) ","2016","2016",61881355,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2000","2000",16931566,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2001","2001",16412311,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2002","2002",16226583,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2003","2003",15976874,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2004","2004",15234880,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2005","2005",14831061,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2006","2006",14715090,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2007","2007",14860240,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2008","2008",14480466,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2009","2009",14091212,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2010","2010",13553554,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2011","2011",12889515,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2012","2012",12514684,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2013","2013",12992572,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2014","2014",12481155,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2015","2015",12551713,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40617","Western Asia and Northern Africa","2016","2016",12624726,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2000","2000",27454461,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2001","2001",27840691,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2002","2002",27802655,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2003","2003",28018692,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2004","2004",28004545,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2005","2005",28087319,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2006","2006",28198471,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2007","2007",28550969,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2008","2008",28197664,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2009","2009",28131868,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2010","2010",27958554,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2011","2011",28474687,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2012","2012",29121153,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2013","2013",29821347,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2014","2014",30696082,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2015","2015",31437958,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40606","Africa (Sub-Saharan) ","2016","2016",32469348,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2000","2000",4526857,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2001","2001",4461807,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2002","2002",4364474,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2003","2003",4359909,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2004","2004",4167674,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2005","2005",4086208,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2006","2006",4017973,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2007","2007",4167315,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2008","2008",3930312,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2009","2009",3518737,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2010","2010",3393327,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2011","2011",3207634,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2012","2012",2912985,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2013","2013",2856888,"‡","UIS Estimation"
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2014","2014",2920315,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2015","2015",2861546,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40603","Africa (Northern)","2016","2016",2822985,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2000","2000",8179863,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2001","2001",7564388,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2002","2002",7044597,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2003","2003",6527087,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2004","2004",6183143,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2005","2005",6097862,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2006","2006",5930064,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2007","2007",5250396,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2008","2008",4867786,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2009","2009",4803542,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2010","2010",4375958,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2011","2011",4766152,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2012","2012",4840218,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2013","2013",5444849,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2014","2014",5887996,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2015","2015",5796756,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40617","Western Asia and Northern Africa","2016","2016",5748185,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2000","2000",8410324,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2001","2001",8311606,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2002","2002",8188129,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2003","2003",8206772,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2004","2004",7827944,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2005","2005",7684478,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2006","2006",7622033,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2007","2007",7907741,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2008","2008",7478495,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2009","2009",6740180,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2010","2010",6609522,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2011","2011",6356557,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2012","2012",5788560,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2013","2013",5558391,"‡","UIS Estimation"
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2014","2014",5554735,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2015","2015",5420069,,
"OFST_2T3_CP","Out-of-school adolescents and youth of secondary school age, both sexes (number)","40603","Africa (Northern)","2016","2016",5276732,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2000","2000",4903707,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2001","2001",4527307,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2002","2002",4222588,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2003","2003",3899574,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2004","2004",3711410,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2005","2005",3658554,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2006","2006",3546302,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2007","2007",3138170,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2008","2008",2912290,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2009","2009",2861613,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2010","2010",2602631,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2011","2011",2785219,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2012","2012",2652061,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2013","2013",2912788,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2014","2014",3091591,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2015","2015",3057987,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2016","2016",2994182,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2000","2000",9451240,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2001","2001",9123073,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2002","2002",8968804,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2003","2003",8820989,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2004","2004",8457695,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2005","2005",8219879,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2006","2006",8096859,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2007","2007",8143985,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2008","2008",7886127,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2009","2009",7621990,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2010","2010",7281060,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2011","2011",6874611,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2012","2012",6628100,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2013","2013",6916701,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2014","2014",6692759,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2015","2015",6740390,,
"OFST_2T3_F_CP","Out-of-school adolescents and youth of secondary school age, female (number)","40617","Western Asia and Northern Africa","2016","2016",6796253,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2000","2000",2735074,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2001","2001",2521666,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2002","2002",2322569,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2003","2003",2184295,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2004","2004",2037316,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2005","2005",2068626,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2006","2006",2025080,"‡","UIS Estimation"
